id,from,to,created,amount
dd3742c5a0860d14,5249763966454740,4539038259647870,738183.5762848731,95.29
98dbc9ca3569e4f8,4024007146143030,6011234633599380,738191.799771583,2135.45
619ff713f8df724a,5467143517172300,5532005290299320,738206.1431246249,57.15
2551da807760bde9,3711519687204190,4024007177349650,738243.8620901293,30
81378aeed5502190,6011552930701020,4556674960519830,738263.326668876,83.77
91e8d0b46a85b34c,3711519687204190,5345396445255180,738323.6238976999,100
aefea1d039769b9e,6011552930701020,5415890979651320,738388.8826871628,20
62c7983a4981dd51,6011383571693150,6011736611636070,738448.2590587172,50
ae0551ddfe4f6c8f,3784570536988120,5567668373178340,738498.229961763,4.77
d08c1e88758d6a59,6011383571693150,5415890979651320,738529.7980078551,200
a506b98426840540,5467143517172300,5415890979651320,738573.8943263862,200
2e9655c4898c0067,3730466993099170,4916251408361440,738626.5930657341,3431.97
22529315bc7cafa9,5249763966454740,4024007177349650,738651.9312813147,50
50cca638dea1b512,4532896444050010,3769806059073700,738678.5869804653,68.99
6c0bbc9420431bdf,3730466993099170,3756998637049040,738697.557713936,59.72
b8d6012906a95bb8,6011428324577300,5377968688944250,738760.4318931958,20
dc398d13c09df433,6011314937589720,6011730504222220,738775.925840369,97.27
b7347c97e211fad3,3784570536988120,6011163273028100,738819.0809117206,47.33
e9c6baed2f5ad9ca,6011881441432730,6011858637233190,738837.3329160219,4.5
b3d0c4b60b79cc06,3784570536988120,3485284831998190,738856.9394741147,20
1ef346a301061078,5467143517172300,4556674960519830,738859.479709061,109.18
4b5a903952f0b777,5249763966454740,4539925585909480,738919.1171169849,50
2804e509e211b126,6011383571693150,5219574660384370,738971.8180924752,200
2ca370e7b851647b,5467143517172300,4916251408361440,739010.8430013495,3749.75
8d4a5399ee8e4830,5467143517172300,5415890979651320,739068.6060497256,500
765546e1b39967b2,4024007146143030,4716911315759160,739136.1724288673,66.27
3d722bd2d1524de0,3784570536988120,6011809195923390,739159.344747947,50.11
ac4bad56702c3c1d,6011428324577300,3746420280754460,739205.9770637485,2341.9
1aea94da0d81c35b,4716628141199280,5101968023515520,739226.6309764305,200
43f8d0471a144ea2,6011383571693150,6011809195923390,739286.4288594186,49.66
4558fbf4d12f575b,3711519687204190,5457958198296530,739299.6500542286,31.49
924d0b96c4a9f19a,4716628141199280,3789824185579870,739371.0621988755,20
4e985df3fca65150,6011428324577300,6011335130121350,739388.4775494304,57.1
f3e8895f9e81cd1d,3784570536988120,3756998637049040,739427.9476895591,21.66
f3c78eb4d4043a44,5467143517172300,6011100199397060,739499.762085542,48.38
ed8a05f24d8268b6,4040169552470880,3746420280754460,739561.0464359417,2843.6
3e8a77348813c058,3711519687204190,4556972685601060,739600.5506478576,2912.89
46b3d2f63c3f8988,6011428324577300,4024007177349650,739604.1139845562,500
2d778a20e875d1b7,6011552930701020,5459856943450580,739672.4234071823,72.78
1f745e9e81189df4,3711519687204190,4556972685601060,739740.7915714835,2503.38
4b35bf9154a092d7,4024007146143030,3781526870310120,739792.3527169554,53.57
42c158cdd91242e8,4532896444050010,6011998015196080,739799.7460049395,1000
91e7d6956f3268f9,3784570536988120,6011736611636070,739854.6395455888,1000
97a2e7983d203606,5249763966454740,3719223021023620,739875.6383994076,62.13
5b734aacf7d23842,5249763966454740,5377968688944250,739938.7583212111,30
cc34ec22d6a35f8b,3711519687204190,4024007177349650,739970.0342291996,30
1f6049f19f8b42c2,6011552930701020,5459856943450580,740013.590206506,34.68
b65ca2bea1db4fed,4716628141199280,3413522025530870,740027.9992044563,3202.07
63c55ced1a709691,3730466993099170,3445318480259650,740045.4238263615,1000
5e7e3d4e3f2bbc9e,6011552930701020,4916251408361440,740117.3259698456,3260.26
d160bbb849dc3f92,3730466993099170,5415890979651320,740176.2262154449,20
910125f2c609b305,4716628141199280,5101968023515520,740246.0636951034,50
717c07e86d423d6,3711519687204190,3719223021023620,740269.3414852048,100.78
add6d9935b96bbc9,3784570536988120,3756998637049040,740318.6641385942,49.92
8e95aebd896e4606,3711519687204190,5345396445255180,740382.1645751644,200
ab4b9a0a15b2753a,4040169552470880,4539925585909480,740411.5729170907,100
19072e696d105a2b,3711519687204190,3400254371747960,740481.3862324113,3171.07
d848cd1396216b02,4532896444050010,3796571911774770,740522.7303799492,92.4
b87ed6a936f68703,5133603844143030,6011998015196080,740566.18714105,500
b5f3eb3bdf84bc9e,6011881441432730,6011858637233190,740636.8443468917,57.48
261982c0eca78b79,5249763966454740,5377968688944250,740674.7569481832,100
6a87c12201dc7a97,5133603844143030,6011998015196080,740688.2395094798,20
13484c341aa31abf,5249763966454740,4929066813246120,740722.9267151033,64.1
fa5908ae76e38ec,4024007146143030,4024007132940970,740763.98825144,9.09
c12ab818fd3a451d,6011314937589720,6011730504222220,740835.8985747942,24.57
b35d404ff9419d11,6011881441432730,3769123861127710,740891.3723346583,200
4014440c72bf2beb,4040169552470880,3400254371747960,740932.9940282535,2641.72
f98a199641108950,3730466993099170,3744391653203010,740978.2703277182,93.17
4df8b36b43638aef,6011881441432730,6011858637233190,740986.5175095471,49.32
556d37f5748d34e1,4532896444050010,6011246415672530,741015.4594409128,77.29
f052d505efa960db,6011428324577300,4539038259647870,741082.1993116471,43.09
cb0c34491175238e,6011428324577300,4929066813246120,741115.7920258398,77.39
31c7ed9a2d684999,3711519687204190,5457958198296530,741136.2186070812,42.5
4a011761f02e9181,6011552930701020,5567668373178340,741177.2876188123,113.12
36b28b4599262198,6011314937589720,4929099913255070,741193.7838666604,1000
7f53851abf8b25a0,4040169552470880,5377968688944250,741253.5114632178,1000
89ff3f1f36ff5348,6011881441432730,6011858637233190,741296.6852357241,55.13
2a6a18f29dc68a19,6011552930701020,4495813167005020,741304.3382640107,1000
fc2c3d0e64ff8fb2,6011383571693150,6011100199397060,741332.5299147958,15.11
fff443ba88c15088,6011552930701020,6011163273028100,741390.3336122298,110.49
665a0b5ae496835e,5133603844143030,3707423758276390,741420.8025928732,85.37
55b6fe6ee835c1a5,6011054887684890,3789824185579870,741441.2398007655,200
3e1bb286f48af7ad,4929775249763980,4556972685601060,741510.8770362058,1505.43
369a58fdd3f47187,6011428324577300,4929066813246120,741573.8173871349,9.76
fce11a907aabe945,4716628141199280,3413522025530870,741636.1846352102,3050.77
f65435cfc8df062b,3730466993099170,3756998637049040,741698.1357824621,75.07
935ef2050951d435,6011881441432730,3769123861127710,741701.7918775638,50
509ab198d4c01710,6011881441432730,3769123861127710,741712.431935578,100
742e41123989e53b,4929775249763980,5345396445255180,741739.5587263615,50
87fe28456da2ca80,4532896444050010,3417016523960880,741812.6416760532,22.75
b2c7af8d334b2a8a,6011314937589720,6011182764362570,741833.2486851269,22.3
344920dc34949df3,6011552930701020,5459856943450580,741866.5175151293,90.28
81e5c5ed54d68b26,4532896444050010,5181142465098920,741895.4399195452,106.56
c46b7096af482c48,4929775249763980,4024007177349650,741927.2995350027,50
d080f48f2d26b4ca,3421338037328880,6011771484024500,741983.2985271142,100
1bc2317017b5ab79,6011881441432730,3769123861127710,742036.8116942366,200
65cd3b76c5c54009,4024007146143030,3719756231130400,742087.2261222168,54.4
bcf9148c8d970a89,6011428324577300,3746420280754460,742123.1633658534,892.29
131f2fecab1a712e,3421338037328880,3494434771919370,742174.1308369185,80.4
1839992ed5186b58,4024007146143030,3719756231130400,742225.089016152,12.29
54043144b8cb9a86,3711519687204190,4539038259647870,742271.8171932029,50.91
befe1ec4cb2f4d5f,3711519687204190,5457958198296530,742310.7379833297,85.91
6260c3e0be1520c1,4040169552470880,5377968688944250,742374.069535819,200
f568d6d55c088782,3421338037328880,3426393127278200,742391.974187124,117.88
f8c3255bf1794ae2,5467143517172300,5415890979651320,742429.4142029281,200
88c8907006ab3f0c,5133603844143030,3417016523960880,742431.2455553843,83.65
60bc5d333edca737,3730466993099170,3445318480259650,742468.981432393,30
383891862b5ce101,5467143517172300,3420519753219040,742501.4340912774,11.77
8e4df3214973ab9f,3495742983211410,6011335130121350,742527.0741438565,20.16
91d9151b1d7ec3ce,3711519687204190,5345396445255180,742584.9600908519,20
df331193aeea5095,5133603844143030,3769806059073700,742644.5673651135,17.85
b287a21b9f264e81,6011428324577300,4024007177349650,742653.3773283976,1000
9bc25ee036181426,5467143517172300,5567668373178340,742700.3351778291,67.74
60a950b1387c89bd,6011552930701020,6011809195923390,742769.1347025024,59.2
d1db97ba16bde48c,4929775249763980,4556972685601060,742827.138900302,5111.55
6f1ac2a157f62a24,4929775249763980,3719223021023620,742842.6979803055,44.09
df087e26858fffe9,3421338037328880,3494434771919370,742889.6481143004,68.89
f3cef14bc3a9a561,5467143517172300,5415890979651320,742957.9178409603,100
82434ecf21049aec,3495742983211410,4929066813246120,743025.8358814905,65.51
51cb75bd58407980,3495742983211410,4539038259647870,743043.8921599665,52.33
cb1a7a358f0d2a48,6011054887684890,5101968023515520,743108.312151177,500
2aad29f51b03a373,3730466993099170,3420519753219040,743133.0624054788,47.68
6c7de3a08151ecbc,5229745134304010,5134783320882910,743142.3607809421,45.79
5d320c70612e26ee,3720883560611570,4539216691084150,743202.1928590809,86.06
8532ea038024d9f1,6011428324577300,4539925585909480,743267.6787352121,20
4923709aef5d199,4532896444050010,3731244098162800,743307.6135575708,20
af676ee7a671f6dc,6011428324577300,6011335130121350,743352.1487332679,56.22
781f79bee657597d,3421338037328880,3494434771919370,743405.6498334367,23.97
8b9ef79db125e058,4929775249763980,6011335130121350,743417.9092005251,54.39
77fc11d45bea34ef,3770504866119430,5577810073936100,743489.0546400452,44.08
c6b936bccac20973,4929775249763980,3719223021023620,743496.0908212838,78.38
efe7500abcc2ad0b,3784570536988120,6011809195923390,743558.8362244336,79.25
d4e68d8707dfa6c9,4024007146143030,5127569521832490,743590.0470772211,4190.53
b4befdd3dfb9ea4b,3770504866119430,3720141451189460,743663.4781919245,73.08
ba238a281a774f4,3770504866119430,5577810073936100,743693.3824746952,95.25
40f07fc619262164,4716628141199280,3413522025530870,743746.8905587688,1867.04
cac7412c91fe4575,5467143517172300,5532005290299320,743764.4711654506,60.87
6b06a9bf75465960,6011054887684890,5101968023515520,743835.0056557173,30
1556207e37125e47,6011054887684890,3413522025530870,743893.4773416007,2627.24
2517087fe9b54648,3730466993099170,3756998637049040,743950.7034094019,29.52
b3c3f9bf3947a2e4,3784570536988120,3485284831998190,743958.1015858636,500
b4e6e22ac70eac87,6011428324577300,4929066813246120,744018.8270659514,94.31
eb0d03dbb289fcca,5229745134304010,5127569521832490,744084.4564839934,3113.55
4d29a0110c7c4018,6011881441432730,3769123861127710,744135.0635196613,20
62b04088c8681448,4040169552470880,3400254371747960,744154.2746986488,3730.22
9e4c10a916449dcb,3720883560611570,4916829377472530,744165.4592344135,1000
d5bd9cec9a205d73,4532896444050010,3793908657538950,744209.4402429233,26.8
cfc8ee825025f26f,3421338037328880,3494434771919370,744247.5924322244,86.62
9b3ff41848fcf38c,4532090642602980,4556674960519830,744253.0800037388,11.52
31f4ab9839a364d0,6011314937589720,4929099913255070,744254.5661111268,30
bba69905fa1ba9c3,4532896444050010,6011246415672530,744276.2744621651,35.76
71e1981371b2792d,5249763966454740,4024007177349650,744278.9314069765,20
2c41600129c58db5,6011383571693150,3744391653203010,744342.899398743,45.44
988ac33a05b60a63,6011552930701020,5532005290299320,744345.617819429,64.6
565096711887274f,3495742983211410,4539925585909480,744415.0778743341,200
3ddb12009e7d5761,3720883560611570,4916829377472530,744431.6241697315,30
85dfcd8cbf12c59d,5249763966454740,5377968688944250,744489.3888583117,200
83d4ccd74c22bcde,5133603844143030,3796571911774770,744530.344402814,77.54
a1034dfd14c1b161,4929775249763980,4539038259647870,744547.2273712731,28.2
188ef89050446588,4024007146143030,6011234633599380,744560.5018813617,1913.97
f4d5fee7a5628d39,5133603844143030,3793908657538950,744607.3479115102,63.52
67e9c6a32935de1f,3745347646688970,6011335130121350,744671.7158414391,26.61
7322f0f03d410a01,5467143517172300,5532005290299320,744736.8930105384,65.33
89c6f81476588a3,4532896444050010,3793908657538950,744764.4313616368,38.85
79916b3c7a947381,4024007146143030,5127569521832490,744833.8518772898,2544.65
2eff07945231a0e6,4024007146143030,4539506159122530,744841.6818856848,45.72
f9d71d4cb08bea65,6011248578821490,3719223021023620,744895.1155317171,23.17
9fedcd025f200d6b,6011248578821490,3746420280754460,744956.7011789212,169.93
a39c64809f2f8c43,5467143517172300,5459856943450580,744986.8222423445,62.22
e670cea743f6f523,3418521855257380,6011736611636070,745049.9313875581,30
570f933a36df1865,6011964585958390,5272423295103200,745097.1614354231,200
42287bd52f3822cd,3730466993099170,6011163273028100,745170.4247738944,91.74
6874fb4456a3e9f9,5467143517172300,6011100199397060,745239.0556431395,55.03
707246f452efc052,5229745134304010,3719756231130400,745260.648841389,22.71
e3917324dac9fe02,3418521855257380,6011163273028100,745312.4044758771,15.72
86bbd590e8bb75eb,3418521855257380,3420519753219040,745316.7502845651,92.16
8aeae2b433193d5,6011964585958390,5272423295103200,745372.7216951613,100
8721877aaf879d64,6011881441432730,6011858637233190,745440.0798691608,6.1
14dc5ac81e0f3b4c,6011964585958390,4556096815431540,745473.7953346901,4.67
7d2d16aa74121418,5249763966454740,6011335130121350,745535.6737498945,96.79
ea08b4945fa1a3ba,3418521855257380,6011736611636070,745549.5233759017,50
e31a2e28c4eb02c1,3495742983211410,5345396445255180,745564.3709616516,20
b464d4a072b2d192,5249763966454740,4556972685601060,745630.1348177835,2950.19
3253e9cdebc90f8a,6011964585958390,5272423295103200,745682.2582609536,500
3aeb0f697ab26c9b,6011798660069040,4929066813246120,745691.6022713206,19.39
269a0d1935aa2b53,5249763966454740,3400254371747960,745714.766932916,2448.52
917f6083cb3355f4,4532896444050010,3793908657538950,745761.1600101965,22.1
e74a5e97bfc08d8f,3421338037328880,3494434771919370,745784.480461284,56.41
ef7f5bbcc226620f,5133603844143030,6011998015196080,745843.4976633335,20
152112e6ddbe1a82,3784570536988120,6011100199397060,745913.2623693536,69.53
507894a1e195c945,3495742983211410,3719223021023620,745918.100658523,48.33
3eba252ec2d8951e,4040169552470880,5457958198296530,745981.6944064046,46.24
a87622162176ee2f,4532896444050010,3769806059073700,746042.0296885099,38.74
a61b2471508ee85a,5460500054426050,3719453760675050,746045.0849146501,50
55cca62d6e2c1cac,6011428324577300,5457958198296530,746115.4502285756,59.73
100cb66b65580f51,3446837077884930,5270053442582740,746182.2884487313,1000
f8f49bee9118ee74,5133603844143030,6011998015196080,746231.1575241849,50
5e9e33b1cd0efdfd,3784570536988120,6011100199397060,746248.8291737827,66.69
22b3dba663453ebb,4716628141199280,3413522025530870,746282.7281484758,2127.95
1b365344f91b300c,3720883560611570,5515653094753200,746307.3662079574,14.7
b8e7ea4cd7a7d74a,6011798660069040,4539925585909480,746369.3499008026,100
584aad1ca7903dad,5133603844143030,3417016523960880,746424.3136717076,106.31
8392f0494348714d,6011248578821490,3400254371747960,746488.4199073948,3402.55
909f7b5d83faac06,4040169552470880,3746420280754460,746502.1487691355,2296.76
886786aa4781dbdb,4532090642602980,4916251408361440,746575.5113221464,2357.37
5d155c5e956ba90b,4532090642602980,5219574660384370,746603.3354285322,500
fd2aab916ceee114,3720883560611570,4539216691084150,746633.601903437,30.97
208847b36d746412,5249270820455270,5101968023515520,746649.3880068631,1000
1f08eb3a92d23840,4929775249763980,4539925585909480,746717.0864177631,500
32bf7fd283b8c04,3446837077884930,6011200929754310,746775.900721817,106.11
7fc71ce274904b45,3745347646688970,3719223021023620,746818.0594453074,50.36
15ee98a8c07a0ec1,6011054887684890,5101968023515520,746839.7611610265,1000
5ffdd73c6310323a,4929775249763980,4539038259647870,746855.320403822,64.43
12724a99275bbd29,4040169552470880,5345396445255180,746894.9597472193,50
515787a0230068fd,6011428324577300,4539925585909480,746944.91686418,1000
dc4f583c3bdd6739,3421338037328880,4486235419365640,746949.6847658288,11.55
b1f96a966ebe770b,5249763966454740,3400254371747960,746953.0539340599,2505.31
9d6031d98c3b730b,4539559905439540,5577810073936100,746988.2222798334,57.79
52daab78cda0f534,3418521855257380,5567668373178340,747034.621561331,12.32
a936bbc305f6c917,5229745134304010,4716911315759160,747077.5799060108,79.57
757f29f746560f45,6011428324577300,6011335130121350,747137.664387845,47.18
a9fa675abf6788f5,3711519687204190,5377968688944250,747140.2510042703,1000
31185078dad45c3f,4539559905439540,3720141451189460,747164.6326900532,43.97
67a98304cc136045,4532090642602980,6011100199397060,747174.665758968,45.07
a2220bddb1d69bc4,6011881441432730,6011858637233190,747195.4564599792,95.94
dafa759f7d3450e7,5249270820455270,3413522025530870,747228.9833317455,2519.34
cfd3eb6d182e99e7,4716628141199280,5101968023515520,747253.6963917774,100
570c39127ce30c72,4716628141199280,3413522025530870,747315.1885907318,4526.29
b1eb6785a991f0fe,4532896444050010,3731244098162800,747385.6149408937,100
d0bc2de2f5e5c40b,5249763966454740,5457958198296530,747452.3805147763,94.42
405f4a3f58c9ed0e,3404029009899210,3420519753219040,747513.253628466,75.76
5d1dcda558dc9e13,3418521855257380,4556674960519830,747574.8855554791,22.86
8577a1152b369e8a,3784570536988120,5459856943450580,747589.942328836,107.21
3d0a7a03f9a1d74,3730466993099170,3744391653203010,747646.6872356883,74.5
25047b3c16f40fb1,3784570536988120,4916251408361440,747695.338687854,5411.83
67e3f597ab6fc38b,3720883560611570,5515653094753200,747750.4354504338,36.98
f04e900a7a8cb05c,5460500054426050,6011483925287000,747785.8066835997,120.33
3f1a20b4d10ebc6e,3784570536988120,3485284831998190,747799.0695412962,500
42afe9112839235c,3446837077884930,5270053442582740,747853.6427446356,200
97f9a659d903eefb,6011383571693150,5415890979651320,747887.9718426398,1000
8bad59b337afadff,5460500054426050,6011483925287000,747931.2058460036,66.18
1d182d15ee5290d2,6011428324577300,3719223021023620,747935.6686769457,61.9
13a12c9e6f7037c,5133603844143030,6011246415672530,747941.3069007942,48.23
1a0cc2bfe2ded376,3495742983211410,4539925585909480,747969.742942743,1000
4299b6bc9de83a76,4532896444050010,3769806059073700,748001.6531560979,63.01
b383d2f690875552,3736733159435580,6011790849651640,748062.4417615415,500
83e39e77235540cb,6011248578821490,5377968688944250,748102.8335870728,200
f425b7ce80e70589,4532896444050010,5181142465098920,748124.9467079213,29.51
64e4bae3a13dfa47,5249270820455270,3413522025530870,748184.0984000295,2470.54
41664c6faf8c13fb,4486656562288040,4486193344046540,748196.1045385421,100
7cbf5600107752ea,3495742983211410,4539925585909480,748267.107470185,20
bf34029dd78006e9,4532090642602980,6011736611636070,748337.5761103722,500
c5c986f7ca73cb8b,6011881441432730,6011858637233190,748368.6777840545,89.75
b1c618b503381593,4716628141199280,3789824185579870,748411.0096005487,200
1d25fbad31436ee7,3404029009899210,5459856943450580,748413.6639886893,47.01
30c28a5b54a1aa2f,4532090642602980,6011100199397060,748455.7721459024,75.34
6ebb8b08348566e0,5460500054426050,6011483925287000,748497.1676332827,3.77
bdf39cb7fda125fd,3730466993099170,4495813167005020,748553.5651319395,20
604240367dedcf57,6011798660069040,5345396445255180,748590.8439610383,100
5c274c75af3017fd,6011054887684890,3789824185579870,748619.2872125878,20
8347b0b3b0e1a50b,4024007146143030,5127569521832490,748665.6371493542,1006.9
ac098d825658a0b2,4024007111680160,4916433417835780,748686.1211437044,17.63
1113d63023dc54b,4024007146143030,5127569521832490,748721.5248301014,1871.27
eb755a1185707743,6011964585958390,5272423295103200,748734.875657327,30
b833121def36365e,4486411417101000,6011809195923390,748742.4047689138,70.21
892fa194cd1b0446,5467143517172300,4556674960519830,748749.4997227131,75.85
11ef2f8bf3464355,3711519687204190,4539925585909480,748813.2872641343,30
e43681e8687f864c,4539738210430540,5219574660384370,748877.2726575143,100
3b0a95ea5ef97992,3730466993099170,6011809195923390,748914.7831889301,67.5
bad7e880114cb070,3736733159435580,4486368931858520,748971.3838482247,46.02
1c0c19a9f7f005dd,3720883560611570,4539216691084150,748990.5582117605,48.35
12dfc3ecaf4e29f7,6011970247452240,5181142465098920,749055.6418838374,37.57
577be55c045d6f56,5249763966454740,5345396445255180,749089.8190569654,200
a6ef5dc6b3f12df7,3720883560611570,3492969229743380,749161.6727418324,9073.92
c6bea61d09e9868,6011798660069040,4929066813246120,749163.7979312667,56.58
